"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Cafarella, L.; Vasconcelos, L.","Cafarella, Lorien (59331110200); Vasconcelos, Lucas (57200275490)","59331110200; 57200275490","Computational thinking with game design: An action research study with middle school students","2025","Education and Information Technologies","30","5","","5589","5633","6","10.1007/s10639-024-13010-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001986313&doi=10.1007%2Fs10639-024-13010-5&partnerID=40&md5=b74a4064b745aad441e9d4414700ce24","Middle school students often enter Computer Science (CS) classes without previous CS or Computational Thinking (CT) instruction. This study evaluated how Code.org’s block-based programming curriculum affects middle school students’ CT skills and attitudes toward CT and CS. Sixteen students participated in the study. This was a mixed methods action research study that used pre- and post-tests, surveys, artifacts, and interviews as data sources. Descriptive statistics, paired samples t-tests, and inductive thematic analysis were administered. Findings showed a statistically significant increase in participants’ algorithmic thinking, debugging, and pattern recognition skills but not in abstraction skills. Attitudes toward CT and CS improved but the difference was not statistically significant. Qualitative themes revealed benefits of game-based learning to promote CT skills, collaboration to promote successful error debugging, and enjoyment of programming resulting from a balance between structured guidance and creative freedom. Findings emphasize the importance of low-threshold and engaging strategies to introduce novice learners to CT and CS. © The Author(s) 2024.","Attitudes; Block-based programming; Computational thinking; Computer science; Game design; Middle school","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105001986313"
"Izquierdo-Álvarez, V.; Pinto-Llorente, A.M.","Izquierdo-Álvarez, Vanessa (57205102236); Pinto-Llorente, Ana María (56669693100)","57205102236; 56669693100","Exploring Pre-Service Teachers’ Perceptions of the Educational Value and Benefits of Computational Thinking and Programming","2025","Sustainability (Switzerland)","17","5","2164","","","2","10.3390/su17052164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000578641&doi=10.3390%2Fsu17052164&partnerID=40&md5=c8802768b7b1778b78a9fa148378b1e1","Computational Thinking (CT) and programming encompass a range of skills that are essential in everyday life and play a crucial role in addressing social and environmental challenges. They facilitate the analysis and understanding of global issues, the evaluation of viable solutions, and the formulation of strategic decisions that contribute to Education for Sustainable Development and the achievement of the Sustainable Development Goals. The primary objective of this study was to examine pre-service teachers’ perceptions of these areas. A quantitative study was conducted with 134 university students from the Faculty of Education and Tourism at the University of Salamanca. The findings indicate that CT and programming significantly contribute to enhancing digital competence, fostering essential skills for the effective use of technological tools, developing problem-solving strategies, and increasing self-confidence in identifying and refining solutions to complex problems. Regarding gender differences, significant differences were observed, with women scoring higher on average in various aspects. These included the ability to actively seek, compare, and select digital information from diverse sources and contexts, assess the potential risks associated with digital tools—such as security and identity concerns—and demonstrate confidence in accessing the necessary resources and training to integrate CT and programming into education. © 2025 by the authors.","algorithmic thinking; computational thinking; digital competence; education for sustainable development; higher education; pre-service teachers; programming; quality education; STEM; teacher training","computer vision; higher education; perception; risk assessment; social problem; sustainable development; teacher training; tourism management; Salamanca [Guanajuato]","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-86000578641"
"Buteau, C.; Muller, E.; Mgombelo, J.; Sacristán, A.I.; Sardella, J.; Santacruz-Rodríguez, M.","Buteau, Chantal (26031891500); Muller, Eric (56944210500); Mgombelo, Joyce R. (35186361500); Sacristán, Ana Isabel (23568588600); Sardella, Jessica (58344420700); Santacruz-Rodríguez, Marisol (57194308210)","26031891500; 56944210500; 35186361500; 23568588600; 58344420700; 57194308210","University Students’ Views of Their Learning Outcomes from Engaging in Programming-Based Mathematical Investigations","2025","Canadian Journal of Science, Mathematics and Technology Education","25","1","","31","55","0","10.1007/s42330-025-00368-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007533405&doi=10.1007%2Fs42330-025-00368-y&partnerID=40&md5=18a3fd5f34af3cac988d7ee776d87258","In this paper, we are interested in the learning outcomes from undergraduate students’ digital experiences of conducting multiple pure and applied mathematics investigations supported by programming technology. Our case study encompasses a sequence of three project-based mathematics courses implemented for over 20 years at Brock University. We conceptualize learning by using elements of theories of community of practice, constructionism, and instrumental genesis. Data was collected through post-course voluntary anonymous questionnaires (N = 31) from the 2nd and 3rd courses. Our results suggest five key dimensions of learning outcomes falling under the three domains (cognitive, intrapersonal and interpersonal) of deeper learning: (1) programming as a useful tool for mathematics and more broadly; (2) computational thinking as a useful competency for mathematics and more broadly; (3) attitudes toward learning to program and programming practices (for mathematics); (4) interest and motivation in expanding one’s understanding of mathematical concepts; and (5) learning about self as a learner. Arising from these results, we argue that opportunities derived from conducting multiple programming-based pure and applied mathematics investigations may empower undergraduate students in their mathematical thinking and activity. © Ontario Institute for Studies in Education (OISE) 2025.","Computational thinking; Instrumental approach; Learning outcomes; Programming; Project-based learning; University mathematics","","Article","Final","","Scopus","2-s2.0-105007533405"
"Sunday, A.O.; Agbo, F.J.; Suhonen, J.","Sunday, Amos Oyelere (57701519800); Agbo, Friday Joseph (57210111880); Suhonen, Jarkko (7006843907)","57701519800; 57210111880; 7006843907","Co-design Pedagogy for Computational Thinking Education in K-12: A Systematic Literature Review","2025","Technology, Knowledge and Learning","30","1","106185","63","118","4","10.1007/s10758-024-09765-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001084147&doi=10.1007%2Fs10758-024-09765-y&partnerID=40&md5=f1ca30ac1b928227ed11c740096bd15d","The recent popularity of computational thinking (CT) and the desire to apply CT in our daily lives have prompted the need for a successful pedagogical technique for learning CT in K-12 education. The application of co-design pedagogical techniques has the potential to improve students’ CT learning through knowledge sharing and the creation of ideas to solve problems and develop an artifact. However, there is a limited understanding of how co-design pedagogical techniques have been explored to foster CT learning, which could hamper the successful use of co-design as a pragmatic teaching approach. This study examined the ways in which co-design pedagogical techniques have been applied in CT education by implementing a systematic literature review (PRISMA protocol) to document the review analysis. A total of 26 articles that met the inclusion criteria for this study were reviewed. Findings in this study revealed that workshops are the most utilized co-design learning setting and, as expected, the collaborative technique is the co-design pedagogical technique most frequently adopted for implementing CT in K-12 education. NetLogo is the most frequently used co-design tool for teaching and learning CT in K-12 education, and an interdependence exists between NetLogo and the Common Online Data Analysis Platform. Co-design also helps teachers develop the ability to use co-design pedagogical techniques to learn, create content, and integrate CT into their various subjects. This study contributes to practical knowledge by unraveling and advocating the use of dialogical, prompting, framing, and game-based techniques as co-design pedagogical techniques for K-12 teachers and also helps teachers identify useful co-design tools for learning CT. © The Author(s) 2024.","Co-design pedagogy; Computational thinking; K-12 education; Literature","Co-design pedagogy; Co-designs; Computational thinkings; Design pedagogy; Design tool; K-12 education; Literature; NetLogo; Pedagogical technique; Systematic literature review; Design","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105001084147"
"Kong, S.-C.; Lai, M.; Li, Y.; Chan, T.-Y.D.","Kong, Siu Cheung (7203044800); Lai, Ming (57194380696); Li, Yugen (58018089000); Chan, Tak Yue Dickson (59254860500)","7203044800; 57194380696; 58018089000; 59254860500","Co-development of senior primary students’ computational thinking concepts and practices: Implications for teaching and learning","2025","Education and Information Technologies","30","3","","2859","2886","3","10.1007/s10639-024-12922-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200888506&doi=10.1007%2Fs10639-024-12922-6&partnerID=40&md5=332a73b872ba04b010632137dae254b5","Concepts and practices are widely used to assess students’ development in computational thinking (CT). However, less is known about how the development of each construct relates to that of the other. With a sample of 997 grade 6 students (average age = 11.43 at the beginning of the school year) from 14 primary schools, we examined the co-development of students’ CT concepts and practices based on the research method commonly used in the literature on conceptual and procedural knowledge for studying the relations between the two constructs. We first designed an instrument to measure CT concepts using an evidence-based approach, and validated it through item response theory. By applying multidimensional item response theory, we confirmed the four dimensions of CT practices using an instrument applied in a previous study. We found that after one year of CT learning, the students had improved in terms of both concepts and practices, indicating the effectiveness of the CT intervention. Structural equation modelling indicated that CT concepts and practices facilitated each other’s development; practices played a particularly important role in facilitating the development of CT. Our study provides solid evidence for the importance of the problem-solving aspect of CT as reflected in the dimension of practices. It also provides valuable insights for future pedagogical models, such as allocating sufficient time for students to practise in programming tasks. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.","Computational thinking; Conceptual knowledge; Practices; Primary students; Procedural knowledge","","Article","Final","","Scopus","2-s2.0-85200888506"
"Leonard, A.E.; Daily, S.B.","Leonard, Alison E. (56146540500); Daily, Shaundra Bryant (8212520300)","56146540500; 8212520300","Dancing Codes: Stories of Boys Exploring Computational Thinking Through Dance","2025","International Journal of Education and the Arts","26","6","","","","0","10.26209/ijea26n6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217494524&doi=10.26209%2Fijea26n6&partnerID=40&md5=f7879f7c07a0cf2865434e1b02445367","We designed, developed, and researched a virtual and in-person curriculum for how to explore computational thinking using dance choreography, focused on engaging upper elementary and middle school girls. However, this paper explores our observations and interactions with our young participants who identified as boys through a series of vignettes. Here, we explore how the possibilities of how the intersectionality of gender and race, ethnicity, and sexuality converged, influencing the boys' embodied and narrated identities. By employing a design-based research approach and drawing upon a theoretical framework that integrates concepts from computational thinking, embodied cognition, and gender theory, the paper aims to question and challenge gendered assumptions and broaden participation in dance and computing. Our findings suggest that expanding definitions of dance and normalizing dance participation can be crucial in dismantling stereotypes and providing inclusive educational opportunities for all children. © 2025, Pennsylvania State University Libraries. All rights reserved.","","","Article","Final","","Scopus","2-s2.0-85217494524"
"Teng, K.; Chung, G.K.W.K.","Teng, Kayla (59527178400); Chung, Gregory K.W. (7102049031)","59527178400; 7102049031","Measuring Children’s Computational Thinking and Problem-Solving in a Block-Based Programming Game","2025","Education Sciences","15","1","51","","","2","10.3390/educsci15010051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215956222&doi=10.3390%2Feducsci15010051&partnerID=40&md5=ab75165512e9e0083d38d7a4048f5ec8","Computational thinking (CT) in young children (K to three) has been of much interest among educational researchers due to the applicability of CT to solving problems in daily life and various academic disciplines. This study uses existing data from children’s gameplay in a block-based programming game called codeSpark Academy to examine the extent to which we can use children’s gameplay behavior to measure their CT and, more generally, their problem-solving skills. The objectives of the study are to operationalize CT and problem-solving constructs using gameplay data, investigate the relationship between CT and problem-solving, and position codeSpark Academy as a valid assessment tool. A total of 72 elementary students (aged 6–9) played codeSpark Academy once a week for six weeks. TechCheck, an externally developed and validated measure of CT, was administered before the first game day and after the last game day. Using fine-grained, moment-to-moment gameplay data, we developed and validated seven game-based indicators (GBIs) of CT using correlational analysis and nonparametric tests and integrated them into a problem-solving framework. Our findings showed that children’s gameplay behavior can be used to measure their CT and problem-solving skills. © 2025 by the authors.","assessment; children; computational thinking; educational games; game-based indicators; measurement; problem-solving; programming; validity","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85215956222"
"Malpartida, K.F.C.; Rodrigues, K.R.D.H.","Malpartida, Katherin Felipa Carhuaz (58096690300); Rodrigues, Kamila Rios Da Hora (55485638400)","58096690300; 55485638400","Building Serious Games to Exercise Computational Thinking: Initial Evaluation with Teachers of Children on the Autism Spectrum","2025","Journal on Interactive Systems","16","1","","148","162","2","10.5753/jis.2025.4492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214443538&doi=10.5753%2Fjis.2025.4492&partnerID=40&md5=c48020eb8cc2601eca9691bd5efffc8f","Computational Thinking (CT) is a reasoning process focusing on problem-solving and developing cognitive skills. Serious games are an effective tool for exercising these skills, as they offer a playful and versatile approach that can be adapted to different audiences. This work presents the design of a serious digital game designed to help enhance cognitive skills in children with Autism Spectrum Disorder (ASD), using the fundamental principles of CT. The first game design phase was completed and submitted for evaluation by professionals in the Education field from a collaborating institution. The observations made and the feedback obtained are being discussed with the development and research teams so that the game can be implemented. © 2025, Brazilian Computing Society. All rights reserved.","Autism Spectrum Disorder; Computational Thinking; Game Design; RUFUS Authoring Platform; Serious Digital Games","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85214443538"
"Yang, T.; Cheon, J.","Yang, Tianxiao (58198676200); Cheon, Jongpil (26655376300)","58198676200; 26655376300","Investigating the discrepancy between students’ self-efficacy and their performance regarding computational thinking","2025","Computer Science Education","35","3","","435","456","0","10.1080/08993408.2024.2403970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204608378&doi=10.1080%2F08993408.2024.2403970&partnerID=40&md5=b601cab430e0d320813529f9667f3f36","Background and context: There were few studies indicating if students’ computational thinking (CT) self-efficacy and their CT performance were aligned with each other. Objectives: The study was to investigate if there was a discrepancy between students’ CT self-efficacy and their CT performance. Method: Involving 104 non-CS undergraduate students as participants, this study employed descriptive statistics, one-sample tests, and prediction modules to perceive if a discrepancy existed. Findings: The findings revealed that students’ CT self-efficacy and their performance on understanding CT showed an opposite pattern and failed to meet instructors’ expectations. Moreover, students’ CT self-efficacy did not significantly predict their CT performance on application or understanding. Implications: The detected discrepancy suggests that students’ CT understanding needs to be improved. A variety of approaches should be employed to evaluate their CT self-efficacy. CT self-efficacy surveys need to be refined to enhance the validity of CT self-efficacy measurement. © 2024 Informa UK Limited, trading as Taylor & Francis Group.","Computational thinking; discrepancy; higher education; programming; scratch; self-efficacy","","Article","Final","","Scopus","2-s2.0-85204608378"
"Arnedo-Moreno, J.; García-Solórzano, D.","Arnedo-Moreno, Joan (24723665000); García-Solórzano, David (50261593100)","24723665000; 50261593100","Programming Fun(damentals): Using commercial video games to teach basic coding to adult learners","2025","Entertainment Computing","52","","100850","","","2","10.1016/j.entcom.2024.100850","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201511875&doi=10.1016%2Fj.entcom.2024.100850&partnerID=40&md5=97c5279d7e4fb55f15bc4e0165fe7c1f","The acquisition of computational thinking and coding skills is of special significance in helping adult learners keep pace with a new context where those skills are required for many parts of the workforce. However, there is an agreement in the scientific literature that important challenges exist, such as keeping student engagement and the requirement of developing problem-solving skills, and not just learning the code syntax. The inclusion of digital Game-Based Learning (GBL) has shown great potential. To better understand how it can be helpful to adult learners in STEM degrees, a study was conducted on the application of two very popular commercial video games in different introductory programming courses at an online university, during the introduction of basic programming topics (CS1). The methods combined a descriptive qualitative and a quantitative approach, using a reflective journals and questionnaires, which helped students consider and express their experiences, how they interacted with the games, how the games helped them better understand the topics, and realize their personal progress and potential. Results showed that the use of these games as educational resources had a positive impact in their engagement and sense of self-efficacy, but only if some important instructional considerations are taken into account. © 2024 Elsevier B.V.","Computational thinking; e-learning; Game based learning; Programming games; Self-efficacy; Video games","Contrastive Learning; Federated learning; Adult learners; Commercial video; Computational thinkings; E - learning; Game-based Learning; Games to teach; Programming game; Self efficacy; Thinking skills; Video-games; Adversarial machine learning","Article","Final","","Scopus","2-s2.0-85201511875"
"George-Reyes, C.E.; Oliva-Córdova, L.M.; Avello-Martínez, R.; Lopez-Caudana, E.O.","George-Reyes, Carlos Enrique (57221999857); Oliva-Córdova, Luis Magdiel (57205585019); Avello-Martínez, Raidell (56585267500); Lopez-Caudana, Edgar Omar (6504082224)","57221999857; 57205585019; 56585267500; 6504082224","Computational Thinking in the resolution of complex problems: SDG 7 Affordable and clean energy; Pensamiento Computacional en la resolución de problemas complejos: ODS 7 Energía asequible y no contaminante","2025","Revista de Educacion a Distancia","25","82","4","","","0","10.6018/red.638541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012128091&doi=10.6018%2Fred.638541&partnerID=40&md5=0e618911a01f58884826fbef8ae9f4e8","This study examines the self-assessment of computational thinking skills and the knowledge acquired by university students from Mexico and Guatemala after participating in a training experience on SDG 7: Affordable and Clean Energy, within the context of a web-based learning platform. A pretest-posttest study was designed, involving 243 university students: 152 from Tecnológico de Monterrey, Mexico (Tec) and 91 from Universidad San Carlos, Guatemala (USAC). Two types of analyses were conducted. The first assessed skills in abstraction, decomposition, pattern identification, and algorithm design. The second analyzed the understanding of concepts related to sustainable energy to establish a theoretical foundation for proposing solutions through the lens of computational thinking. The results suggest that the integration of computational thinking and the use of online educational platforms have a positive impact on students' self-assessment, while also enhancing their analytical skills to address issues related to SDG 7. These findings support the effectiveness of computational thinking as a strategy for solving complex problems. © 2025 Universidad de Murcia. All rights reserved.","complex thinking; computational thinking; educational platform; Energy; sustainable development goal","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105012128091"
"Castillo-Salvatierra, L.; Cardenas-Cobo, J.; de la Fuente, C.; Vidal, C.","Castillo-Salvatierra, Luis (59970078500); Cardenas-Cobo, Jesennia (57217676075); de la Fuente, Claudia (57211784143); Vidal, Cristian L. (58628874800)","59970078500; 57217676075; 57211784143; 58628874800","Programming competencies in university students through game development","2025","Frontiers in Education","10","","1585602","","","0","10.3389/feduc.2025.1585602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009469355&doi=10.3389%2Ffeduc.2025.1585602&partnerID=40&md5=4e6ddbf195e270036125aea651e6f247","Introduction: The growing importance of programming in higher education requires innovative approaches to facilitate learning. Video games have emerged as an engaging tool that enhances problem-solving skills and logical thinking. Methodology: This study examines the effectiveness of Unity Visual Scripting in fostering programming competencies among university students. A project-based methodology was employed in the course “Physics for Videogames” during the third semester of the Engineering in Video Game Development and Virtual Reality program at the Universidad de Talca, Chile. Results: Through game development, students overcame challenges associated with text-based programming. The results indicate significant improvements in students' computational thinking, motivation, and collaboration. Discussion: By reducing syntactical barriers, Visual Scripting promotes an accessible learning experience that supports the transition to advanced programming concepts. These findings suggest that integrating game development into university curricula enhances digital literacy and fosters an inclusive programming education environment. © © 2025 Castillo-Salvatierra, Cárdenas-Cobo, de la Fuente-Burdiles and Vidal-Silva.","higher education; programming; unity; video games; visual scripting","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105009469355"
"Tonda Ramos, A.; Gómez-Cambronero, A.; Miralles, I.; Remolar, I.","Tonda Ramos, Anna (59969307200); Gómez-Cambronero, Agueda (57322143600); Miralles, Ignacio (56320323400); Remolar, Inmaculada (22433445400)","59969307200; 57322143600; 56320323400; 22433445400","A Virtual Reality Application and an Interactive Board Game for Students Learning to Program","2025","IEEE Access","13","","","106322","106335","1","10.1109/ACCESS.2025.3578769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007904943&doi=10.1109%2FACCESS.2025.3578769&partnerID=40&md5=87ef87d27c0de8687b76fe26284d0af1","This study investigates the pedagogical effectiveness of three instructional formats for teaching block-based programming: an immersive virtual reality (VR) environment, a tactile board game (BG), and a traditional digital manual. Two interactive prototypes (VR and BG) were developed and validated to ensure functional and educational reliability. A three-way experimental design was employed to evaluate learner engagement, conceptual understanding, and satisfaction. Results revealed that both VR and BG significantly outperformed the traditional digital format across all metrics, with VR showing slightly higher engagement due to its immersive features. However, the BG demonstrated comparable learning outcomes and stronger accessibility. These findings validate the study’s hypotheses, emphasizing the value of interactivity in education. The BG emerges as an effective, low-tech alternative in contexts where VR access is limited, reinforcing the importance of well-designed physical tools in programming education. © 2013 IEEE.","block programming; Board games; computational thinking; education technology; interactive learning; virtual reality","Application programs; Computer aided instruction; E-learning; Education computing; Educational technology; Engineering education; Learning systems; Teaching; Virtual environments; Block based; Block programming; Board games; Computational thinkings; Education technology; Functionals; Immersive virtual reality; Interactive learning; Student learning; Virtual-reality environment; Virtual reality","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105007904943"
"Geyser, H.","Geyser, Hanli (55579817300)","55579817300","Decoloniality, Digital-coloniality and Computer Programming Education","2024","ACM Transactions on Computing Education","24","4","54","","","5","10.1145/3702332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213072052&doi=10.1145%2F3702332&partnerID=40&md5=361792db5ffd0aa75949e6f0b279e705","Like digital technologies themselves, programming education is embedded in the colonial matrix of power, and access to programming knowledge demands immersion in the epistemologies of the Global North. While there is a growing body of work exploring ways to decolonise programming education, far more needs to be done. Current research focuses on the language of instruction and contextual curricula; outward-facing engagements with decolonisation. However, to move towards digital-decoloniality involves scrutinising how programming knowledge is recontextualised within curricula. Part of the project should be equipping both educators and students with the tools to recontextualise programming itself. To dismantle the colonial logic embedded in programming education, attention must be given to the knowledge formation of the discipline to identify moments of disruption. One such moment is the difficulty students face when recontextualising their mental models of computing, from programming skills to programming concepts. This occurs at the moment of reading, tracing and writing code. Programming requires one to refocus computational thinking and engage with a specific semiotic system, translating the authors' intention into an executable computational process. Disrupting this moment using the strategies of critical literacies opens computer programming and its resulting code to critical examination, allowing an inward-facing decolonial engagement with the discipline. © 2024 Copyright held by the owner/author(s). Publication rights licensed to ACM.","critical literacy; decoloniality; digital literacy; digital-colonialism; Introductory programming education; language","Ada (programming language); Cognitive systems; Curricula; Economic and social effects; Teaching; Critical literacy; Decoloniality; Digital literacies; Digital technologies; Digital-colonialism; Introductory programming; Introductory programming education; Language; Programming education; Programming knowledge; Students","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85213072052"
"Jin, Z.; Bai, Y.; Song, W.; Yu, Q.; Yue, X.; Jia, X.","Jin, Zean (58875225300); Bai, Yulong (55461059900); Song, Wei (57862829600); Yu, Qinghe (57862362400); Yue, Xiaoxin (57204956067); Jia, Xiang (59394899600)","58875225300; 55461059900; 57862829600; 57862362400; 57204956067; 59394899600","DVRT: Design and evaluation of a virtual reality drone programming teaching system","2024","Computers and Graphics","125","","104114","","","3","10.1016/j.cag.2024.104114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208127099&doi=10.1016%2Fj.cag.2024.104114&partnerID=40&md5=76c6a6fc5fefc47be6bca6183d8359d4","Virtual Reality (VR) is an immersive virtual environment generated through computer technology. VR teaching, by utilizing an immersive learning model, offers innovative learning methods for Science, Technology, Engineering and Mathematics (STEM) education as well as programming education. This study developed a Drone Virtual Reality Teaching (DVRT) system aimed at beginners in drone operation and programming, with the goal of addressing the challenges in traditional drone and programming education, such as difficulty in engaging students and lack of practicality. Through the system's curriculum, students learn basic drone operation skills and advanced programming techniques. We conducted a course experiment primarily targeting undergraduate students who are beginners in drone operation. The test results showed that most students achieved scores above 4 out of 5, indicating that DVRT can effectively promote the development of users' comprehensive STEM literacy and computational thinking, thereby demonstrating the great potential of VR technology in STEM education. Through this innovative teaching method, students not only gain knowledge but also enjoy the fun of immersive learning. © 2024","Drones; Graphical programming; STEM; Virtual reality","Contrastive Learning; Engineering education; Federated learning; STEM (science, technology, engineering and mathematics); Students; Virtual reality; Engineering and mathematics; Graphical programming; Immersive learning; Mathematics education; Programming education; Science education; Science technologies; Science, technology, engineering and mathematic; Teaching systems; Technology education; Virtual environments","Article","Final","","Scopus","2-s2.0-85208127099"
"Mohamed, Z.; Ubaidullah, N.H.; Md Junus, N.W.M.; Angamuthu, K.D.; Ahmad, A.","Mohamed, Zulkifley (55569382500); Ubaidullah, Nor Hasbiah (37262253200); Md Junus, Noor Wahida (56286968100); Angamuthu, Kasthuri Devi (59347422200); Ahmad, A. (57215010266)","55569382500; 37262253200; 56286968100; 59347422200; 57215010266","Modelling computational thinking with game-based learning among primary school students’","2024","International Journal of Evaluation and Research in Education","13","6","","4115","4124","1","10.11591/ijere.v13i6.28395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205248213&doi=10.11591%2Fijere.v13i6.28395&partnerID=40&md5=ab9328598c51e7c8f0883e6c4c69fa95","The computational thinking (CT) skills of students will be revised, increasing their future viewpoint in the sphere of scientific activities, notably in education interest. Game-based learning (GBL) appears to have the potential to improve students’ motivation to learn. Students’ GBL is associated with higher mathematics performance, and GBL’s strong relationship with CT may have an even larger effect. The entirety of this CT education research is focused on undergraduate classrooms; little is revealed about how GBL support CT in K-12, particularly in primary schools. This study utilized a Structural Equation Model (SEM) in modelling the relationship between CT and GBL among primary school students. A sample of 90 primary school students from Malaysia was chosen. In this study, the Partial Least Squares-Structural Equation Model (PLS-SEM) was employed to develop the model. The results demonstrate that empirical evidence, coupled with prior observations verified the model developed. The developed model successfully confirmed all the indicator variables stated in the constructs as all of the associations within the model were significant. In conclusion, the lower order components (LOC) along with the hierarchical component model (HCM) in PLS-SEM depicted the relationship between CT and GBL, substantiated empirically. © 2024, Institute of Advanced Engineering and Science. All rights reserved.","Computational thinking; Game-based learning; Hierarchical component model; Partial least squares; Structural equation model","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85205248213"
"Bayaga, A.","Bayaga, Anass (36622195300)","36622195300","Enhancing M Enhancing mathematics problem-solving skills in AI-driven environment: Integrated SEM-neural network approach","2024","Computers in Human Behavior Reports","16","","100491","","","6","10.1016/j.chbr.2024.100491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205136857&doi=10.1016%2Fj.chbr.2024.100491&partnerID=40&md5=26f0463ad705bb12a0c3afed8c7a5784","This study explores the nexus of gamification, artificial intelligence (AI), and mathematics cognition. Sample size of 71 responded in an intervention using game-based learning (GBL) approach. The purpose of designing the GBL was to enhance computational thinking and mathematical skills. The research employed multigroup partial least squares structural equation modelling (MGA-PLS-SEM) and artificial neural networks (ANN) through multilayer perceptron (MLP) as data analysis technique. The findings showed significant positive influence on class engagement, attitudes toward mathematics, as well as student performance. The analysis also revealed gender-related variations, which affirmed the model's consistency across diverse groups. The study validated the hypothesis and consequently advocated for the transformative potential of gamification, in preparation of 21st-century learners for AI-driven digital landscape. The implications are to ensure the integration of gamified elements into educational strategies, benefiting educators, curriculum developers, and policymakers resonating strongly for educators, curriculum developers, and policymakers. © 2024","AI; Digitisation; Education; Game-based learning; Gamification; Higher-order thinking","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205136857"
"Chen, C.-H.; Huang, K.","Chen, Ching Huei (57144212400); Huang, Kun (44761334100)","57144212400; 44761334100","The interplay of rewards and competition in digital game-based learning: Effects on intrinsic motivation, game performance and behaviors, and computational thinking","2024","Learning and Instruction","94","","101995","","","12","10.1016/j.learninstruc.2024.101995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202813404&doi=10.1016%2Fj.learninstruc.2024.101995&partnerID=40&md5=c6f9acaaf1a57ca74c78811030ab1a14","Although there is controversy surrounding rewards and competition in education, they are key elements in digital game-based learning (DGBL). Research on the influence of rewards and competition in DGBL often yields mixed results, suggesting a need to investigate individual game elements and their interactions. This study implemented DGBL focusing on computational thinking (CT) in 7th-grade classes. Both quantitative and behavioral data were collected to understand the impact of rewards (power-up or customization) and competition (with or without) on students’ intrinsic motivation, game performance, behaviors, and CT skills. The findings uncovered significant interactions between rewards and competition. Students with both competition and power-up rewards achieved the highest game points but the lowest CT performance, whereas those exposed to the same power-up rewards without competition attained the lowest game points but the best CT performance. Implications are drawn for DGBL research and practice. © 2024 Elsevier Ltd","Competition; Computational thinking; Game-based learning; Rewards","","Article","Final","","Scopus","2-s2.0-85202813404"
